Type	Gene	Text
TextMining	LAMP2	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	LGALS7	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	LGALS7B	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	NOX1	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	PDE6B	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	RB1CC1	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	RCHY1	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	ROCK1	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	RPGR	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	SAG	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	SIRT2	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	SUMO2	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	SUMO3	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	ULK1	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	USP22	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	ATG13	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	HIST1H1D	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	NRL	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	PLCB3	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	TADA3	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	AGXT	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	C12orf44	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CRX	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	ENY2	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	KAT2A	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	KAT2B	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	PCP2	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	SCAANT1	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TAF12	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TAF9	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TRRAP	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	XPO1	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	ATXN7	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,FRIEDREICH ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 6,SPINOCEREBELLAR ATAXIA TYPE 18,SPINOCEREBELLAR ATAXIA TYPE 8,SPINOCEREBELLAR ATAXIA TYPE 31,SPINOCEREBELLAR ATAXIA TYPE 17,SPASTIC ATAXIA
TextMining	DNAJA1	SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1,HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	ATXN7L3B	SPINOCEREBELLAR ATAXIA TYPE 7,CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CTCF	SPINOCEREBELLAR ATAXIA TYPE 7,FRIEDREICH ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	ATG12	SPINOCEREBELLAR ATAXIA TYPE 7,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	CEBPA	SPINOCEREBELLAR ATAXIA TYPE 8
TextMining	TCF4	SPINOCEREBELLAR ATAXIA TYPE 8
TextMining	EIF3F	SPINOCEREBELLAR ATAXIA TYPE 8,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	CELF1	SPINOCEREBELLAR ATAXIA TYPE 8,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,HEREDITARY ATAXIA
TextMining	CEBPD	SPINOCEREBELLAR ATAXIA TYPE 8,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	ATXN8OS	SPINOCEREBELLAR ATAXIA TYPE 8,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	C9orf72	SPINOCEREBELLAR ATAXIA TYPE 8,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2,FRIEDREICH ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 17,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	KLHL1	SPINOCEREBELLAR ATAXIA TYPE 8,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	C10orf2	SPINOCEREBELLAR ATAXIA TYPE 8,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,FRIEDREICH ATAXIA,CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	MBNL1	SPINOCEREBELLAR ATAXIA TYPE 8,FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	DMPK	SPINOCEREBELLAR ATAXIA TYPE 8,SPINOCEREBELLAR ATAXIA TYPE 5,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	ABCB5	X-LINKED SIDEROBLASTIC ANEMIA WITH ATAXIA
TextMining	RARS	X-LINKED SIDEROBLASTIC ANEMIA WITH ATAXIA
TextMining	TET2	X-LINKED SIDEROBLASTIC ANEMIA WITH ATAXIA
TextMining	ACO1	X-LINKED SIDEROBLASTIC ANEMIA WITH ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	HSCB	X-LINKED SIDEROBLASTIC ANEMIA WITH ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CS	X-LINKED SIDEROBLASTIC ANEMIA WITH ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	ABCB7	X-LINKED SIDEROBLASTIC ANEMIA WITH ATAXIA,FRIEDREICH ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	PGK1	X-LINKED SIDEROBLASTIC ANEMIA WITH ATAXIA,X-LINKED HEREDITARY ATAXIA
